city,state,median_age,male_population,female_population,total_population,number_of_veterans,foreign_born,average_household_size,state_code,race,count,id
Compton,California,30.1,49264.0,49184.0,98448,897.0,30660.0,4.08,CA,Asian,1732,8589934596
Lubbock,Texas,29.2,122320.0,126731.0,249051,10588.0,14226.0,2.61,TX,American Indian and Alaska Native,7627,8589934597
Lubbock,Texas,29.2,122320.0,126731.0,249051,10588.0,14226.0,2.61,TX,White,206318,8589934598
Stamford,Connecticut,35.4,64941.0,63936.0,128877,2269.0,44003.0,2.7,CT,Black or African-American,24329,8589934599
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,Asian,7913,8589934600
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,Asian,4689,8589934601
Beaumont,Texas,31.6,57326.0,60784.0,118110,7584.0,10516.0,2.47,TX,Hispanic or Latino,18815,8589934602
Chico,California,29.9,46168.0,44168.0,90336,4519.0,8425.0,2.5,CA,Asian,6101,8589934603
Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,6624.0,3803.0,2.68,MO,Black or African-American,7100,17179869184
Wichita,Kansas,34.6,192354.0,197601.0,389955,23978.0,40270.0,2.56,KS,White,305910,17179869185
Topeka,Kansas,37.1,60879.0,66378.0,127257,9608.0,6711.0,2.32,KS,Hispanic or Latino,18640,17179869186
Cedar Park,Texas,34.4,31248.0,33589.0,64837,3090.0,5207.0,3.05,TX,Hispanic or Latino,11872,17179869187
Fairfield,California,34.7,55550.0,57422.0,112972,8607.0,24503.0,3.14,CA,Black or African-American,18274,17179869188
Kent,Washington,33.4,61825.0,65137.0,126962,7985.0,38175.0,3.06,WA,Hispanic or Latino,21928,17179869189
Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,1131.0,63413.0,3.18,NJ,Hispanic or Latino,86456,17179869190
Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,5821.0,33878.0,3.18,CA,White,111832,17179869191
Federal Way,Washington,36.4,49151.0,46037.0,95188,7135.0,18565.0,2.68,WA,Asian,16026,17179869192
Clovis,California,37.8,52392.0,51780.0,104172,6173.0,13409.0,2.76,CA,Hispanic or Latino,23744,17179869193
College Station,Texas,22.9,54125.0,53774.0,107899,2471.0,16145.0,2.52,TX,Hispanic or Latino,17784,17179869194
Topeka,Kansas,37.1,60879.0,66378.0,127257,9608.0,6711.0,2.32,KS,Asian,3127,17179869195
Bellevue,Washington,37.4,70763.0,69051.0,139814,5382.0,54654.0,2.43,WA,Asian,52223,17179869196
Flint,Michigan,35.3,48984.0,49313.0,98297,3757.0,2138.0,2.38,MI,Hispanic or Latino,2525,25769803776
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,6849.0,62210.0,2.94,FL,Hispanic or Latino,60519,25769803777
Carson,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,White,28801,25769803778
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,5038.0,2878.0,2.18,TN,Asian,1877,25769803779
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,8527.0,5200.0,2.86,NM,Asian,2374,25769803780
South Gate,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.97,CA,White,55444,25769803781
Pomona,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,American Indian and Alaska Native,3866,25769803782
Fresno,California,30.0,256130.0,263942.0,520072,18410.0,103453.0,3.12,CA,White,325651,25769803783
Yorba Linda,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,Asian,17616,25769803784
Mobile,Alabama,38.0,91275.0,103030.0,194305,11939.0,7234.0,2.4,AL,White,93755,25769803785
Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,5821.0,33878.0,3.18,CA,Black or African-American,24437,34359738368
Miami Gardens,Florida,34.9,50719.0,62480.0,113199,2327.0,33394.0,3.75,FL,Black or African-American,85300,34359738369
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,8527.0,5200.0,2.86,NM,American Indian and Alaska Native,4857,34359738370
Tracy,California,35.5,43156.0,43937.0,87093,3025.0,25410.0,3.42,CA,American Indian and Alaska Native,2120,34359738371
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,8527.0,5200.0,2.86,NM,White,73022,34359738372
Victoria,Texas,35.8,32290.0,35291.0,67581,5000.0,4480.0,2.7,TX,Asian,2032,34359738373
Delray Beach,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,Asian,1696,34359738374
Columbus,Georgia,33.7,98785.0,101794.0,200579,21747.0,10376.0,2.62,GA,White,97436,34359738375
Kenner,Louisiana,36.9,33993.0,33113.0,67106,2485.0,12352.0,2.57,LA,Hispanic or Latino,17769,34359738376
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,13539.0,19146.0,2.45,IN,White,204114,34359738377
Concord,North Carolina,35.7,42732.0,44961.0,87693,4621.0,8847.0,2.72,NC,Black or African-American,19027,34359738378
Oakland,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,Hispanic or Latino,114054,34359738379
Rochester,New York,31.4,100135.0,109673.0,209808,7288.0,17735.0,2.36,NY,American Indian and Alaska Native,4856,34359738380
Albany,Georgia,33.3,31695.0,39414.0,71109,5409.0,861.0,2.38,GA,Black or African-American,53440,34359738381
Missoula,Montana,34.7,35002.0,36022.0,71024,4733.0,2771.0,2.15,MT,Asian,2292,34359738382
Peoria,Illinois,33.1,56229.0,62432.0,118661,6634.0,7517.0,2.4,IL,American Indian and Alaska Native,1343,42949672960
Palatine,Illinois,38.0,36506.0,32763.0,69269,2629.0,21760.0,2.69,IL,Black or African-American,1822,42949672961
Kirkland,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,Asian,15277,42949672962
Clovis,California,37.8,52392.0,51780.0,104172,6173.0,13409.0,2.76,CA,White,78029,42949672963
Garden Grove,California,37.8,86779.0,88605.0,175384,4316.0,80677.0,3.66,CA,American Indian and Alaska Native,1713,42949672964
Visalia,California,32.6,63695.0,66399.0,130094,5547.0,20779.0,3.11,CA,White,107322,42949672965
New Britain,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,Asian,2297,42949672966
Weston,Florida,38.6,32956.0,36991.0,69947,1507.0,30876.0,3.34,FL,White,61021,42949672967
Macon,Georgia,36.0,71833.0,81626.0,153459,10735.0,4846.0,2.46,GA,Asian,3588,42949672968
Orlando,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,Black or African-American,68081,42949672969
Broken Arrow,Oklahoma,36.8,52136.0,55459.0,107595,6797.0,6845.0,2.77,OK,Hispanic or Latino,9191,42949672970
Tucson,Arizona,33.6,264893.0,266781.0,531674,38182.0,82220.0,2.45,AZ,American Indian and Alaska Native,24409,42949672971
Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5799.0,5318.0,2.4,RI,Asian,2685,42949672972
Columbia,South Carolina,28.0,67686.0,65707.0,133393,5708.0,6074.0,2.32,SC,Black or African-American,56398,42949672973
Odessa,Texas,31.2,61119.0,57861.0,118980,5509.0,15845.0,2.92,TX,Asian,2252,42949672974
Springfield,Illinois,38.8,55639.0,62170.0,117809,7525.0,4264.0,2.22,IL,Asian,3871,51539607552
Hampton,Virginia,35.5,66214.0,70240.0,136454,19638.0,6204.0,2.48,VA,Hispanic or Latino,7513,51539607553
Manchester,New Hampshire,37.3,54845.0,55378.0,110223,5473.0,14506.0,2.4,NH,Hispanic or Latino,11962,51539607554
Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.97,CA,Hispanic or Latino,50115,51539607555
Pittsburg,California,34.5,33309.0,36118.0,69427,2109.0,21043.0,3.15,CA,American Indian and Alaska Native,2253,51539607556
Redondo Beach,California,43.0,34855.0,33330.0,68185,3014.0,13536.0,2.34,CA,Black or African-American,2234,51539607557
Dearborn,Michigan,33.5,46482.0,48698.0,95180,3163.0,23920.0,3.04,MI,American Indian and Alaska Native,713,51539607558
Gresham,Oregon,36.7,53866.0,56716.0,110582,6326.0,17860.0,2.67,OR,Black or African-American,7721,51539607559
Manchester,New Hampshire,37.3,54845.0,55378.0,110223,5473.0,14506.0,2.4,NH,Black or African-American,6896,51539607560
Spokane Valley,Washington,36.0,49933.0,44975.0,94908,7984.0,4199.0,2.39,WA,Hispanic or Latino,5110,51539607561
Mayagüez,Puerto Rico,38.1,30799.0,35782.0,66581,,,,PR,Asian,235,51539607562
North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,17256.0,49815.0,3.31,NV,Asian,20273,51539607563
Spring Hill,Florida,45.1,48295.0,54902.0,103197,9737.0,7893.0,2.58,FL,American Indian and Alaska Native,1254,51539607564
Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,3261.0,2833.0,2.4,WI,Asian,4202,51539607565
Fremont,California,38.3,114383.0,117808.0,232191,4629.0,109427.0,3.12,CA,Asian,141953,51539607566
Union City,California,38.5,38599.0,35911.0,74510,1440.0,32752.0,3.46,CA,Asian,44849,51539607567
Brockton,Massachusetts,35.2,46273.0,49041.0,95314,3036.0,27313.0,2.88,MA,American Indian and Alaska Native,881,60129542144
Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,Hispanic or Latino,7142,60129542145
Quincy,Massachusetts,41.0,44129.0,49500.0,93629,4147.0,32935.0,2.39,MA,Hispanic or Latino,2566,60129542146
Bloomington,Indiana,23.5,40588.0,43227.0,83815,2368.0,10033.0,2.33,IN,Hispanic or Latino,3643,60129542147
Hartford,Connecticut,31.0,58042.0,65972.0,124014,3130.0,28467.0,2.59,CT,American Indian and Alaska Native,2451,60129542148
Dothan,Alabama,38.9,32172.0,35364.0,67536,6334.0,1699.0,2.59,AL,Hispanic or Latino,1704,60129542149
Medford,Oregon,38.6,39606.0,40189.0,79795,6632.0,6185.0,2.65,OR,Black or African-American,1201,60129542150
Denver,Colorado,34.1,341137.0,341408.0,682545,29363.0,113222.0,2.33,CO,Asian,32491,60129542151
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,4300.0,5757.0,3.44,AZ,White,75429,60129542152
Turlock,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,Black or African-American,2307,60129542153
Orange,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,Black or African-American,2853,60129542154
Temecula,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,White,85130,60129542155
German,Maryland,34.9,41115.0,43007.0,84122,2443.0,27877.0,2.95,MD,Black or African-American,22273,60129542156
Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,5519.0,9813.0,2.37,WI,White,82033,60129542157
Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,Black or African-American,53770,60129542158
Denver,Colorado,34.1,341137.0,341408.0,682545,29363.0,113222.0,2.33,CO,Hispanic or Latino,207847,60129542159
Fargo,North Dakota,30.7,60560.0,58690.0,119250,6154.0,9428.0,2.18,ND,White,107349,60129542160
Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,6624.0,3803.0,2.68,MO,Asian,3013,60129542161
Pueblo,Colorado,37.6,55635.0,53784.0,109419,7989.0,3578.0,2.44,CO,White,86097,68719476736
Wilmington,North Carolina,35.5,52346.0,63601.0,115947,5908.0,7401.0,2.24,NC,Black or African-American,23578,68719476737
Dearborn,Michigan,33.5,46482.0,48698.0,95180,3163.0,23920.0,3.04,MI,Black or African-American,3699,68719476738
Centreville,Virginia,36.0,34749.0,37033.0,71782,3779.0,27797.0,2.97,VA,Black or African-American,6724,68719476739
Carrollton,Texas,36.9,66928.0,66218.0,133146,5720.0,35327.0,2.78,TX,Black or African-American,10923,68719476740
Paradise,Nevada,37.2,122784.0,114162.0,236946,14112.0,66712.0,2.65,NV,Black or African-American,25091,68719476741
Shreveport,Louisiana,35.2,93138.0,103856.0,196994,14287.0,5658.0,2.53,LA,American Indian and Alaska Native,1647,68719476742
Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,28089.0,12863.0,2.5,NC,White,102075,68719476743
Danbury,Connecticut,37.3,43435.0,41227.0,84662,3752.0,25675.0,2.74,CT,American Indian and Alaska Native,1086,68719476744
Springfield,Illinois,38.8,55639.0,62170.0,117809,7525.0,4264.0,2.22,IL,White,90935,68719476745
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,3667.0,4262.0,2.55,AZ,American Indian and Alaska Native,5117,68719476746
Sunrise,Florida,37.7,41471.0,51235.0,92706,4108.0,38209.0,2.98,FL,Hispanic or Latino,29163,68719476747
Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,Hispanic or Latino,31282,68719476748
Woodbury,Minnesota,37.7,31982.0,35868.0,67850,2732.0,9477.0,2.72,MN,White,56216,68719476749
College Station,Texas,22.9,54125.0,53774.0,107899,2471.0,16145.0,2.52,TX,White,84892,68719476750
Springfield,Massachusetts,31.8,74744.0,79592.0,154336,5723.0,16226.0,2.81,MA,Asian,5606,77309411328
Spokane,Washington,36.6,102756.0,110511.0,213267,18044.0,13253.0,2.34,WA,Asian,9059,77309411329
Wichita Falls,Texas,34.0,55775.0,48934.0,104709,7800.0,9855.0,2.41,TX,White,82860,77309411330
Norman,Oklahoma,30.9,59483.0,60814.0,120297,5578.0,8705.0,2.47,OK,American Indian and Alaska Native,10801,77309411331
Scottsdale,Arizona,46.9,115712.0,121132.0,236844,16798.0,27207.0,2.17,AZ,White,205512,77309411332
Flint,Michigan,35.3,48984.0,49313.0,98297,3757.0,2138.0,2.38,MI,American Indian and Alaska Native,1508,77309411333
Madison,Wisconsin,30.7,122596.0,126360.0,248956,9707.0,30090.0,2.23,WI,Hispanic or Latino,19697,77309411334
Salem,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,Hispanic or Latino,39414,77309411335
Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,3614.0,20717.0,2.17,MI,White,90173,77309411336
Nashua,New Hampshire,38.3,42926.0,45049.0,87975,5532.0,12693.0,2.46,NH,Asian,9685,77309411337
Allen,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,Black or African-American,13140,77309411338
Conroe,Texas,31.5,34907.0,33685.0,68592,4871.0,13839.0,2.65,TX,American Indian and Alaska Native,707,77309411339
Anchorage,Alaska,32.2,152945.0,145750.0,298695,27492.0,33258.0,2.77,AK,Black or African-American,23107,77309411340
Westminster,Colorado,37.8,54866.0,58251.0,113117,6512.0,11361.0,2.63,CO,Hispanic or Latino,23355,85899345920
Decatur,Illinois,40.4,34646.0,38210.0,72856,5291.0,1224.0,2.23,IL,Hispanic or Latino,1709,85899345921
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4219.0,4454.0,2.49,WI,Black or African-American,3407,85899345922
Duluth,Minnesota,34.7,41271.0,44855.0,86126,5015.0,2258.0,2.25,MN,Asian,1721,85899345923
San Bernardino,California,28.5,108671.0,107466.0,216137,7741.0,55135.0,3.55,CA,Asian,12981,85899345924
Indianapolis,Indiana,34.1,410615.0,437808.0,848423,42186.0,72456.0,2.53,IN,Hispanic or Latino,83426,85899345925
Brockton,Massachusetts,35.2,46273.0,49041.0,95314,3036.0,27313.0,2.88,MA,Black or African-American,43646,85899345926
Arlington,Virginia,34.4,113981.0,115183.0,229164,12719.0,55205.0,2.19,VA,American Indian and Alaska Native,845,85899345927
Simi Valley,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,Hispanic or Latino,34032,85899345928
Atascocita,Texas,32.8,37424.0,40816.0,78240,4416.0,8657.0,3.03,TX,Hispanic or Latino,20441,85899345929
Eagan,Minnesota,36.8,31587.0,34701.0,66288,2699.0,8642.0,2.49,MN,White,52612,85899345930
Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,White,68007,85899345931
Bk,California,37.0,50405.0,54909.0,105314,4048.0,32435.0,2.52,CA,Hispanic or Latino,22089,85899345932
Orlando,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,Asian,11124,85899345933
Parma,Ohio,40.8,38425.0,41518.0,79943,5028.0,6909.0,2.42,OH,Hispanic or Latino,5361,85899345934
Glendale,California,42.1,98181.0,102844.0,201025,4448.0,111510.0,2.69,CA,White,146718,94489280512
San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,Black or African-American,2734,94489280513
Cape Coral,Florida,45.0,85626.0,89604.0,175230,14446.0,24185.0,2.85,FL,Hispanic or Latino,33016,94489280514
Whittier,California,36.1,44397.0,43039.0,87436,2790.0,17145.0,3.11,CA,Hispanic or Latino,61249,94489280515
Elk Grove,California,36.1,80057.0,86833.0,166890,7762.0,38693.0,3.34,CA,Black or African-American,20185,94489280516
Evansville,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,White,100055,94489280517
Elgin,Illinois,35.7,54852.0,56224.0,111076,4024.0,30167.0,2.97,IL,American Indian and Alaska Native,789,94489280518
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,9651.0,8789.0,2.82,SC,American Indian and Alaska Native,1042,94489280519
Yuma,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,Black or African-American,3731,94489280520
Sunrise,Florida,37.7,41471.0,51235.0,92706,4108.0,38209.0,2.98,FL,White,54976,94489280521
Bellingham,Washington,30.7,41286.0,43857.0,85143,4703.0,8713.0,2.44,WA,Hispanic or Latino,6966,94489280522
Oakland,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,Asian,75446,94489280523
Camden,New Jersey,27.9,36437.0,39694.0,76131,1425.0,11317.0,3.0,NJ,White,19907,103079215104
Chino Hills,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,Asian,28132,103079215105
Coral Springs,Florida,37.2,63316.0,66186.0,129502,4724.0,38552.0,3.17,FL,Hispanic or Latino,40817,103079215106
Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,5846.0,3755.0,2.58,MO,White,68293,103079215107
Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,White,13498,103079215108
Des Moines,Iowa,34.5,103726.0,106591.0,210317,11780.0,23857.0,2.41,IA,American Indian and Alaska Native,3964,103079215109
Skokie,Illinois,43.4,31382.0,33437.0,64819,1066.0,27424.0,2.78,IL,Hispanic or Latino,6590,103079215110
Davis,California,26.3,33493.0,34163.0,67656,2176.0,13997.0,2.69,CA,Hispanic or Latino,9041,103079215111
Albany,New York,32.8,47627.0,50825.0,98452,3643.0,11948.0,2.08,NY,Hispanic or Latino,9368,103079215112
Hartford,Connecticut,31.0,58042.0,65972.0,124014,3130.0,28467.0,2.59,CT,Asian,4105,103079215113
South San Francisco,California,39.4,34177.0,33094.0,67271,1839.0,27528.0,3.33,CA,American Indian and Alaska Native,535,103079215114
Saint Charles,Missouri,34.9,32054.0,36747.0,68801,4371.0,5274.0,2.33,MO,Asian,3392,103079215115
Roswell,Georgia,38.8,48637.0,45859.0,94496,3325.0,16501.0,2.7,GA,Black or African-American,15458,103079215116
Jacksonville,Florida,35.7,419203.0,448828.0,868031,75432.0,85650.0,2.62,FL,American Indian and Alaska Native,8177,103079215117
Missoula,Montana,34.7,35002.0,36022.0,71024,4733.0,2771.0,2.15,MT,American Indian and Alaska Native,3618,103079215118
Wilmington,Delaware,36.4,32680.0,39277.0,71957,3063.0,3336.0,2.45,DE,American Indian and Alaska Native,414,111669149696
Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,39364.0,37875.0,2.45,KY,Black or African-American,151256,111669149697
Springfield,Massachusetts,31.8,74744.0,79592.0,154336,5723.0,16226.0,2.81,MA,Black or African-American,35284,111669149698
Fargo,North Dakota,30.7,60560.0,58690.0,119250,6154.0,9428.0,2.18,ND,American Indian and Alaska Native,3102,111669149699
North Richland Hills,Texas,39.9,35257.0,33948.0,69205,5175.0,7854.0,2.64,TX,American Indian and Alaska Native,1127,111669149700
Loveland,Colorado,37.6,37042.0,38146.0,75188,5667.0,3050.0,2.53,CO,Asian,1549,111669149701
Layton,Utah,29.5,37748.0,36394.0,74142,3811.0,4268.0,3.24,UT,Black or African-American,2710,111669149702
Missouri City,Texas,37.2,34932.0,36846.0,71778,4274.0,18556.0,3.03,TX,White,20590,111669149703
Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,19085.0,7915.0,2.67,GA,Black or African-American,112271,111669149704
Mission,Texas,32.9,40530.0,42777.0,83307,2383.0,22608.0,3.51,TX,Hispanic or Latino,73367,111669149705
Goodyear,Arizona,38.6,36711.0,42292.0,79003,7650.0,11774.0,2.97,AZ,White,63493,111669149706
Savannah,Georgia,30.3,69389.0,76295.0,145684,9717.0,10355.0,2.57,GA,Asian,5366,111669149707
Cranston,Rhode Island,39.9,38365.0,42712.0,81077,4702.0,10631.0,2.56,RI,Asian,5978,120259084288
Overland Park,Kansas,38.2,93355.0,93156.0,186511,10461.0,21407.0,2.41,KS,Black or African-American,10685,120259084289
Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,6238.0,7443.0,2.55,WI,Asian,2537,120259084290
Lakewood,Colorado,37.7,76013.0,76576.0,152589,9988.0,14169.0,2.29,CO,Asian,7340,120259084291
Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,White,58894,120259084292
Auburn,Washington,37.1,36837.0,39743.0,76580,5401.0,14842.0,2.73,WA,White,58293,120259084293
Dale City,Virginia,33.4,35984.0,35415.0,71399,6085.0,22306.0,3.65,VA,Black or African-American,18074,120259084294
Santa Maria,California,30.1,53320.0,51762.0,105082,2876.0,39192.0,3.83,CA,White,90403,120259084295
Atascocita,Texas,32.8,37424.0,40816.0,78240,4416.0,8657.0,3.03,TX,White,50630,120259084296
Sugar Land,Texas,42.1,43889.0,44240.0,88129,4377.0,31169.0,2.95,TX,Black or African-American,8993,120259084297
Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,Black or African-American,1800,120259084298
Irving,Texas,32.3,117189.0,119428.0,236617,6207.0,86756.0,2.78,TX,White,132779,120259084299
Garden Grove,California,37.8,86779.0,88605.0,175384,4316.0,80677.0,3.66,CA,Black or African-American,1840,120259084300
Visalia,California,32.6,63695.0,66399.0,130094,5547.0,20779.0,3.11,CA,American Indian and Alaska Native,2113,120259084301
Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,2495.0,27757.0,2.06,MA,American Indian and Alaska Native,906,120259084302
