City,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size,State Code,Race,Count
Columbus,Georgia,33.7,98785.0,101794.0,200579,21747.0,10376.0,2.62,GA,Asian,7039
Charleston,South Carolina,35.0,63956.0,71568.0,135524,9368.0,5767.0,2.4,SC,Asian,2773
Kansas City,Kansas,33.4,74606.0,76655.0,151261,8139.0,25507.0,2.71,KS,Black or African-American,40177
Menifee,California,37.1,42866.0,44297.0,87163,6821.0,12481.0,3.06,CA,Asian,7108
Tacoma,Washington,37.7,100914.0,107036.0,207950,19040.0,31863.0,2.48,WA,American Indian and Alaska Native,5549
Elgin,Illinois,35.7,54852.0,56224.0,111076,4024.0,30167.0,2.97,IL,Hispanic or Latino,48221
Downey,California,37.3,53006.0,61205.0,114211,2281.0,39977.0,3.45,CA,Hispanic or Latino,84806
Jackson,Tennessee,35.3,30007.0,36973.0,66980,3529.0,2097.0,2.52,TN,American Indian and Alaska Native,564
Cary,North Carolina,39.9,78932.0,81582.0,160514,7426.0,30008.0,2.61,NC,Black or African-American,15496
Santa Clarita,California,38.1,90192.0,92175.0,182367,8537.0,40666.0,3.02,CA,White,144949
Gulfport,Mississippi,35.1,33108.0,38764.0,71872,6646.0,3072.0,2.54,MS,Asian,1723
Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,American Indian and Alaska Native,3362
Chino Hills,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,American Indian and Alaska Native,1773
Bayamón,Puerto Rico,39.4,80128.0,90131.0,170259,,,,PR,Hispanic or Latino,169155
Syracuse,New York,30.3,69462.0,74690.0,144152,5845.0,17733.0,2.39,NY,Black or African-American,46026
San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,White,37057
Norwalk,California,35.0,53125.0,54020.0,107145,3027.0,39396.0,3.88,CA,Hispanic or Latino,76020
Olathe,Kansas,33.0,65046.0,69270.0,134316,6042.0,11913.0,2.97,KS,American Indian and Alaska Native,1872
Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,20247.0,28567.0,2.42,FL,Black or African-American,67798
Charlotte,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,Hispanic or Latino,113731
Boca Raton,Florida,47.3,44760.0,48466.0,93226,4367.0,21117.0,2.22,FL,Asian,2494
Atlanta,Georgia,33.8,223960.0,239915.0,463875,18572.0,32016.0,2.15,GA,Hispanic or Latino,18653
Wilmington,North Carolina,35.5,52346.0,63601.0,115947,5908.0,7401.0,2.24,NC,Hispanic or Latino,6811
Arlington,Texas,32.6,191060.0,197062.0,388122,17050.0,79271.0,2.89,TX,Hispanic or Latino,112078
Federal Way,Washington,36.4,49151.0,46037.0,95188,7135.0,18565.0,2.68,WA,Hispanic or Latino,14049
Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,5821.0,33878.0,3.18,CA,American Indian and Alaska Native,2789
Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,3647.0,4706.0,2.67,AL,Black or African-American,42331
Delray Beach,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,Black or African-American,21138
Hammond,Indiana,36.0,38923.0,38687.0,77610,4144.0,9224.0,2.61,IN,Asian,1540
Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,Asian,6185
Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5012.0,5757.0,2.41,MN,Hispanic or Latino,2639
Vancouver,Washington,37.2,82958.0,89895.0,172853,12391.0,21748.0,2.49,WA,American Indian and Alaska Native,4541
Broomfield,Colorado,36.8,31755.0,33310.0,65065,3966.0,5316.0,2.53,CO,Hispanic or Latino,8065
Carson,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,Hispanic or Latino,32938
Lakeland,Florida,38.1,47840.0,56570.0,104410,7390.0,11592.0,2.56,FL,Asian,3348
Surprise,Arizona,39.4,62875.0,65567.0,128442,11109.0,9929.0,2.9,AZ,Asian,3153
Citrus Heights,California,37.8,41982.0,45071.0,87053,6171.0,9466.0,2.49,CA,Hispanic or Latino,14661
Erie,Pennsylvania,35.3,48618.0,50852.0,99470,7093.0,6275.0,2.31,PA,White,78636
Provo,Utah,23.6,56231.0,59027.0,115258,2177.0,10925.0,3.28,UT,Black or African-American,1062
Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,American Indian and Alaska Native,1560
Kennewick,Washington,32.0,38492.0,40411.0,78903,5158.0,8376.0,2.78,WA,Hispanic or Latino,19395
Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,American Indian and Alaska Native,551
Buffalo,New York,33.1,124537.0,133529.0,258066,11231.0,24630.0,2.27,NY,White,130078
Franklin,Tennessee,38.3,34991.0,37644.0,72635,3303.0,6876.0,2.73,TN,White,61459
Naperville,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,White,108937
Clearwater,Florida,47.0,55225.0,57754.0,112979,10631.0,17686.0,2.4,FL,Asian,2434
Redding,California,38.8,42530.0,49049.0,91579,6926.0,5181.0,2.42,CA,Hispanic or Latino,9143
Nashua,New Hampshire,38.3,42926.0,45049.0,87975,5532.0,12693.0,2.46,NH,Black or African-American,4147
Boulder,Colorado,29.0,56342.0,51000.0,107342,4061.0,12993.0,2.24,CO,American Indian and Alaska Native,767
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,4300.0,5757.0,3.44,AZ,Black or African-American,2027
Rockville,Maryland,38.1,31205.0,35793.0,66998,1990.0,25047.0,2.6,MD,Black or African-American,7533
Santa Monica,California,40.6,46732.0,46487.0,93219,2008.0,24448.0,2.0,CA,American Indian and Alaska Native,2197
Richmond,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,White,36074
Lauderhill,Florida,35.7,32813.0,38761.0,71574,1965.0,25471.0,3.02,FL,American Indian and Alaska Native,1186
Waldorf,Maryland,33.6,35640.0,39872.0,75512,6932.0,5954.0,2.69,MD,Black or African-American,47334
Peoria,Illinois,33.1,56229.0,62432.0,118661,6634.0,7517.0,2.4,IL,Hispanic or Latino,6874
Boca Raton,Florida,47.3,44760.0,48466.0,93226,4367.0,21117.0,2.22,FL,Black or African-American,4527
Bakersfield,California,30.6,182154.0,191473.0,373627,12284.0,71575.0,3.23,CA,Hispanic or Latino,180241
Pompano Beach,Florida,42.5,56569.0,51202.0,107771,5145.0,32733.0,2.55,FL,White,67360
Tempe,Arizona,28.8,91350.0,84476.0,175826,7058.0,26620.0,2.44,AZ,Hispanic or Latino,44404
Kansas City,Kansas,33.4,74606.0,76655.0,151261,8139.0,25507.0,2.71,KS,Hispanic or Latino,44342
Wichita,Kansas,34.6,192354.0,197601.0,389955,23978.0,40270.0,2.56,KS,American Indian and Alaska Native,8791
Mesquite,Texas,34.6,69240.0,75884.0,145124,6438.0,26755.0,2.96,TX,Black or African-American,37339
Kent,Washington,33.4,61825.0,65137.0,126962,7985.0,38175.0,3.06,WA,White,67918
Cedar Park,Texas,34.4,31248.0,33589.0,64837,3090.0,5207.0,3.05,TX,American Indian and Alaska Native,219
Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,5059.0,8069.0,2.39,PA,Hispanic or Latino,11301
Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,American Indian and Alaska Native,3645
New York,New York,36.0,4081698.0,4468707.0,8550405,156961.0,3212500.0,2.68,NY,White,3835726
Clifton,New Jersey,38.5,41932.0,44409.0,86341,2603.0,27979.0,3.11,NJ,Asian,5840
San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,Hispanic or Latino,5449
Oxnard,California,31.0,101906.0,105346.0,207252,6367.0,78678.0,4.08,CA,Hispanic or Latino,154911
Peoria,Illinois,33.1,56229.0,62432.0,118661,6634.0,7517.0,2.4,IL,Black or African-American,36333
Camarillo,California,40.8,31941.0,35682.0,67623,4384.0,9735.0,2.77,CA,White,59702
Bethlehem,Pennsylvania,35.1,35861.0,38506.0,74367,4704.0,6295.0,2.46,PA,Hispanic or Latino,23409
Miami Beach,Florida,42.5,48090.0,44221.0,92311,2265.0,49908.0,2.1,FL,Black or African-American,4013
Folsom,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,Black or African-American,3985
Concord,North Carolina,35.7,42732.0,44961.0,87693,4621.0,8847.0,2.72,NC,American Indian and Alaska Native,216
Union City,California,38.5,38599.0,35911.0,74510,1440.0,32752.0,3.46,CA,Hispanic or Latino,13207
Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,3116.0,4982.0,2.35,WI,Asian,2904
Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5012.0,5757.0,2.41,MN,White,59794
Washington,District of Columbia,33.8,319705.0,352523.0,672228,25963.0,95117.0,2.24,DC,Asian,35072
Tucson,Arizona,33.6,264893.0,266781.0,531674,38182.0,82220.0,2.45,AZ,Asian,24689
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,3053.0,13708.0,2.66,MI,White,62170
Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,Black or African-American,52972
Brentwood,New York,34.2,31395.0,32397.0,63792,1492.0,27058.0,4.98,NY,American Indian and Alaska Native,4242
South Gate,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.97,CA,Black or African-American,1615
Mountain View,California,33.5,42493.0,37945.0,80438,1376.0,31857.0,2.46,CA,American Indian and Alaska Native,577
Austin,Texas,32.7,475718.0,456122.0,931840,37414.0,181686.0,2.5,TX,White,708171
Schenectady,New York,36.7,32398.0,32901.0,65299,3388.0,10961.0,2.82,NY,American Indian and Alaska Native,1059
Durham,North Carolina,33.2,121153.0,136445.0,257598,12528.0,38642.0,2.4,NC,White,127680
Amarillo,Texas,33.8,99391.0,100260.0,199651,11008.0,21124.0,2.64,TX,Hispanic or Latino,65392
Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,Asian,6057
Carlsbad,California,42.1,55119.0,58347.0,113466,6031.0,17689.0,2.68,CA,Black or African-American,876
Columbus,Georgia,33.7,98785.0,101794.0,200579,21747.0,10376.0,2.62,GA,American Indian and Alaska Native,1343
Irvine,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,White,127358
Moreno Valley,California,30.7,98584.0,105597.0,204181,8529.0,54442.0,3.9,CA,American Indian and Alaska Native,1843
Tacoma,Washington,37.7,100914.0,107036.0,207950,19040.0,31863.0,2.48,WA,Black or African-American,30914
Atascocita,Texas,32.8,37424.0,40816.0,78240,4416.0,8657.0,3.03,TX,American Indian and Alaska Native,1024
Warren,Michigan,43.2,64063.0,71293.0,135356,7806.0,18822.0,2.45,MI,Asian,12156
Austin,Texas,32.7,475718.0,456122.0,931840,37414.0,181686.0,2.5,TX,Hispanic or Latino,327680
Pleasanton,California,41.3,36662.0,42857.0,79519,2424.0,23208.0,2.87,CA,Hispanic or Latino,7949
Costa Mesa,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,Black or African-American,2925
Daly City,California,39.7,53817.0,52757.0,106574,3782.0,56640.0,3.26,CA,American Indian and Alaska Native,893
West Valley City,Utah,30.7,68235.0,67989.0,136224,4880.0,30712.0,3.81,UT,Asian,9550
Joliet,Illinois,33.1,70863.0,79162.0,150025,7353.0,22409.0,3.13,IL,White,106160
Flower Mound,Texas,40.2,35200.0,35824.0,71024,4217.0,6860.0,3.01,TX,White,61433
Albany,Georgia,33.3,31695.0,39414.0,71109,5409.0,861.0,2.38,GA,Asian,650
McKinney,Texas,35.6,77339.0,85548.0,162887,8082.0,25760.0,2.91,TX,Asian,13882
Glendale,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,Hispanic or Latino,83711
Schaumburg,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.72,IL,Black or African-American,2071
Orem,Utah,26.1,48695.0,45762.0,94457,2828.0,12808.0,3.26,UT,Hispanic or Latino,18342
New Orleans,Louisiana,35.9,185736.0,203881.0,389617,17388.0,21679.0,2.41,LA,Hispanic or Latino,21850
Redlands,California,36.2,33993.0,37035.0,71028,3445.0,8681.0,2.82,CA,White,55241
Atascocita,Texas,32.8,37424.0,40816.0,78240,4416.0,8657.0,3.03,TX,Black or African-American,21491
Topeka,Kansas,37.1,60879.0,66378.0,127257,9608.0,6711.0,2.32,KS,Black or African-American,15030
Alhambra,California,41.0,42184.0,43388.0,85572,1673.0,44441.0,2.89,CA,White,20811
Savannah,Georgia,30.3,69389.0,76295.0,145684,9717.0,10355.0,2.57,GA,American Indian and Alaska Native,2116
Round Rock,Texas,34.9,56646.0,59193.0,115839,6804.0,18237.0,3.13,TX,Asian,9685
Canton,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,Black or African-American,21353
Orlando,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,American Indian and Alaska Native,2374
High Point,North Carolina,35.5,51751.0,58077.0,109828,5204.0,16315.0,2.65,NC,American Indian and Alaska Native,1181
Yuba City,California,34.5,33654.0,33290.0,66944,4706.0,18032.0,2.9,CA,Asian,15065
Hammond,Indiana,36.0,38923.0,38687.0,77610,4144.0,9224.0,2.61,IN,Hispanic or Latino,25320
San Antonio,Texas,33.1,721405.0,748419.0,1469824,109089.0,208046.0,2.93,TX,Asian,53933
Vista,California,29.3,50680.0,50204.0,100884,4957.0,23271.0,3.52,CA,Hispanic or Latino,49524
Round Rock,Texas,34.9,56646.0,59193.0,115839,6804.0,18237.0,3.13,TX,Black or African-American,13636
West Palm Beach,Florida,39.6,49262.0,57520.0,106782,4917.0,30675.0,2.53,FL,Hispanic or Latino,26132
Round Rock,Texas,34.9,56646.0,59193.0,115839,6804.0,18237.0,3.13,TX,Hispanic or Latino,37151
Sunrise,Florida,37.7,41471.0,51235.0,92706,4108.0,38209.0,2.98,FL,Black or African-American,33951
Fullerton,California,34.5,69549.0,71300.0,140849,5394.0,43404.0,2.97,CA,White,92216
Brownsville,Texas,30.6,87689.0,96199.0,183888,4211.0,53301.0,3.48,TX,White,174670
Plano,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,Asian,59958
Little Rock,Arkansas,36.6,96997.0,100989.0,197986,12343.0,16640.0,2.36,AR,Black or African-American,85606
Westland,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,White,60576
Seattle,Washington,35.5,345659.0,338784.0,684443,29364.0,119840.0,2.13,WA,Asian,121507
Surprise,Arizona,39.4,62875.0,65567.0,128442,11109.0,9929.0,2.9,AZ,American Indian and Alaska Native,1883
Chico,California,29.9,46168.0,44168.0,90336,4519.0,8425.0,2.5,CA,White,80467
Davenport,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,Hispanic or Latino,9131
Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,14521.0,24302.0,2.47,NC,White,139301
Norfolk,Virginia,30.2,128917.0,117476.0,246393,29445.0,16702.0,2.51,VA,Hispanic or Latino,18760
Abilene,Texas,31.3,65212.0,60664.0,125876,9367.0,8129.0,2.64,TX,Asian,2929
Fort Worth,Texas,32.6,414126.0,422843.0,836969,39182.0,143404.0,2.88,TX,Asian,42053
San Mateo,California,39.3,50966.0,52558.0,103524,2730.0,34957.0,2.64,CA,White,62656
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,15217.0,70769.0,2.26,MN,American Indian and Alaska Native,9238
Elk Grove,California,36.1,80057.0,86833.0,166890,7762.0,38693.0,3.34,CA,American Indian and Alaska Native,2020
Huntsville,Alabama,38.1,91764.0,97350.0,189114,16637.0,12691.0,2.18,AL,Asian,6566
Compton,California,30.1,49264.0,49184.0,98448,897.0,30660.0,4.08,CA,American Indian and Alaska Native,298
Dothan,Alabama,38.9,32172.0,35364.0,67536,6334.0,1699.0,2.59,AL,White,43516
New Braunfels,Texas,37.0,33071.0,36852.0,69923,5204.0,5405.0,2.85,TX,American Indian and Alaska Native,648
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,6601.0,7024.0,2.24,AZ,White,58956
Tampa,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,Black or African-American,92156
Baltimore,Maryland,34.7,294027.0,327822.0,621849,29540.0,49857.0,2.51,MD,Asian,20161
Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3682.0,3222.0,2.44,AR,Asian,1282
Arvada,Colorado,41.0,54870.0,60165.0,115035,8930.0,4921.0,2.49,CO,Asian,2922
San Leandro,California,41.8,43032.0,47679.0,90711,4111.0,34293.0,2.79,CA,White,40182
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,2103.0,22292.0,2.43,MA,Asian,9498
Boulder,Colorado,29.0,56342.0,51000.0,107342,4061.0,12993.0,2.24,CO,White,98243
Decatur,Illinois,40.4,34646.0,38210.0,72856,5291.0,1224.0,2.23,IL,Black or African-American,17939
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,Hispanic or Latino,5328
Vista,California,29.3,50680.0,50204.0,100884,4957.0,23271.0,3.52,CA,Asian,7189
Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5012.0,5757.0,2.41,MN,Black or African-American,6401
Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,3650.0,18033.0,2.41,MI,White,57815
Sandy Springs,Georgia,35.4,48570.0,56777.0,105347,3015.0,19837.0,2.4,GA,Asian,7909
Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,3506.0,17490.0,2.85,MN,Asian,14443
Vallejo,California,37.8,58379.0,62890.0,121269,8103.0,30592.0,2.83,CA,Hispanic or Latino,28977
Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,Black or African-American,82248
Bellevue,Washington,37.4,70763.0,69051.0,139814,5382.0,54654.0,2.43,WA,Black or African-American,4151
Centennial,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,American Indian and Alaska Native,1219
Temple,Texas,33.6,33512.0,38785.0,72297,7333.0,3968.0,2.59,TX,Black or African-American,14747
San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,American Indian and Alaska Native,609
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,15217.0,70769.0,2.26,MN,White,277862
Nampa,Idaho,31.4,45651.0,44199.0,89850,4736.0,6607.0,2.98,ID,Asian,1486
Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,Asian,9911
South San Francisco,California,39.4,34177.0,33094.0,67271,1839.0,27528.0,3.33,CA,Asian,23008
Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,4477.0,3215.0,2.36,LA,Hispanic or Latino,3157
Spokane Valley,Washington,36.0,49933.0,44975.0,94908,7984.0,4199.0,2.39,WA,American Indian and Alaska Native,2473
San Antonio,Texas,33.1,721405.0,748419.0,1469824,109089.0,208046.0,2.93,TX,American Indian and Alaska Native,20752
McAllen,Texas,32.3,68332.0,71921.0,140253,4356.0,37691.0,3.19,TX,White,107763
Chino,California,36.5,50989.0,34610.0,85599,4186.0,18666.0,3.62,CA,Black or African-American,6815
Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,Asian,7633
Bethlehem,Pennsylvania,35.1,35861.0,38506.0,74367,4704.0,6295.0,2.46,PA,Asian,3759
Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,White,70278
New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,4185.0,19024.0,2.39,MA,Black or African-American,8890
Atlanta,Georgia,33.8,223960.0,239915.0,463875,18572.0,32016.0,2.15,GA,American Indian and Alaska Native,4606
Caguas,Puerto Rico,40.4,34743.0,42265.0,77008,,,,PR,Hispanic or Latino,76349
San Jose,California,36.5,518317.0,508602.0,1026919,27269.0,401493.0,3.13,CA,American Indian and Alaska Native,13776
Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,American Indian and Alaska Native,2689
Nashua,New Hampshire,38.3,42926.0,45049.0,87975,5532.0,12693.0,2.46,NH,American Indian and Alaska Native,655
Canton,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,White,53571
East Orange,New Jersey,35.5,29995.0,34967.0,64962,1870.0,15164.0,2.85,NJ,American Indian and Alaska Native,535
Beaverton,Oregon,35.6,47325.0,49252.0,96577,4645.0,18933.0,2.46,OR,White,80975
East Orange,New Jersey,35.5,29995.0,34967.0,64962,1870.0,15164.0,2.85,NJ,Asian,656
Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,3614.0,20717.0,2.17,MI,Asian,18797
Spring Valley,Nevada,37.0,96808.0,97147.0,193955,10644.0,61072.0,2.79,NV,Black or African-American,29031
Richmond,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,Black or African-American,27434
Ellicott City,Maryland,42.4,34406.0,36526.0,70932,3856.0,17587.0,2.73,MD,Asian,22551
North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,4130.0,2787.0,2.62,AR,American Indian and Alaska Native,713
Yuma,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,White,69691
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,20803.0,8211.0,2.64,TN,Asian,6348
Mission Viejo,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,Asian,13073
Bend,Oregon,37.3,42294.0,44723.0,87017,6199.0,3032.0,2.39,OR,White,83689
Tempe,Arizona,28.8,91350.0,84476.0,175826,7058.0,26620.0,2.44,AZ,Asian,17338
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,1983.0,29000.0,3.19,GA,White,48414
Loveland,Colorado,37.6,37042.0,38146.0,75188,5667.0,3050.0,2.53,CO,Black or African-American,950
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,American Indian and Alaska Native,593
Mountain View,California,33.5,42493.0,37945.0,80438,1376.0,31857.0,2.46,CA,Asian,23884
Glendale,California,42.1,98181.0,102844.0,201025,4448.0,111510.0,2.69,CA,Asian,42070
Anaheim,California,33.6,179603.0,171135.0,350738,9796.0,137133.0,3.45,CA,White,259820
Ames,Iowa,23.0,33814.0,31238.0,65052,2265.0,8606.0,2.16,IA,White,56157
Richmond,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,Asian,6626
Asheville,North Carolina,37.9,42100.0,46407.0,88507,4973.0,6630.0,2.18,NC,White,77979
Arvada,Colorado,41.0,54870.0,60165.0,115035,8930.0,4921.0,2.49,CO,Black or African-American,2985
Sandy,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,White,85130
Provo,Utah,23.6,56231.0,59027.0,115258,2177.0,10925.0,3.28,UT,Hispanic or Latino,16668
Bryan,Texas,29.4,41761.0,40345.0,82106,3602.0,12014.0,2.55,TX,Asian,2688
Evanston,Illinois,36.8,34146.0,41377.0,75523,2058.0,15003.0,2.29,IL,Hispanic or Latino,9075
Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,20247.0,28567.0,2.42,FL,Asian,10893
Apple Valley,California,34.3,32873.0,39312.0,72185,5714.0,5801.0,3.03,CA,Hispanic or Latino,25928
Frisco,Texas,37.2,73989.0,80399.0,154388,6297.0,30913.0,3.05,TX,White,111477
Chico,California,29.9,46168.0,44168.0,90336,4519.0,8425.0,2.5,CA,American Indian and Alaska Native,2766
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,5038.0,2878.0,2.18,TN,Black or African-American,6016
Mission Viejo,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,American Indian and Alaska Native,683
Caguas,Puerto Rico,40.4,34743.0,42265.0,77008,,,,PR,American Indian and Alaska Native,624
Yuma,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,American Indian and Alaska Native,1228
San Buenaventura,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,American Indian and Alaska Native,2808
Layton,Utah,29.5,37748.0,36394.0,74142,3811.0,4268.0,3.24,UT,Asian,2889
Nashville,Tennessee,34.1,314231.0,340365.0,654596,27942.0,88193.0,2.39,TN,Asian,27355
Lakewood,Colorado,37.7,76013.0,76576.0,152589,9988.0,14169.0,2.29,CO,Black or African-American,2679
Lynwood,California,29.4,35634.0,36371.0,72005,776.0,28061.0,4.43,CA,Black or African-American,5346
San Leandro,California,41.8,43032.0,47679.0,90711,4111.0,34293.0,2.79,CA,American Indian and Alaska Native,1540
Columbia,Maryland,37.9,52202.0,51265.0,103467,6526.0,23249.0,2.68,MD,Hispanic or Latino,8033
Frederick,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,Asian,5711
Springdale,Arkansas,31.8,36840.0,43614.0,80454,3397.0,19969.0,3.04,AR,Hispanic or Latino,30200
Mission,Texas,32.9,40530.0,42777.0,83307,2383.0,22608.0,3.51,TX,Asian,3075
Perris,California,26.9,41623.0,33336.0,74959,1321.0,23277.0,4.78,CA,White,23882
Plantation,Florida,40.6,42881.0,49674.0,92555,4037.0,27902.0,2.73,FL,White,66970
Coral Springs,Florida,37.2,63316.0,66186.0,129502,4724.0,38552.0,3.17,FL,White,90896
Ogden,Utah,31.3,44323.0,41127.0,85450,5080.0,12791.0,2.68,UT,White,74960
Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,White,85853
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,White,56866
Wilmington,North Carolina,35.5,52346.0,63601.0,115947,5908.0,7401.0,2.24,NC,American Indian and Alaska Native,742
Frisco,Texas,37.2,73989.0,80399.0,154388,6297.0,30913.0,3.05,TX,Black or African-American,10821
West Covina,California,39.8,51629.0,56860.0,108489,3800.0,37038.0,3.56,CA,Black or African-American,3693
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,9651.0,8789.0,2.82,SC,Black or African-American,56734
Layton,Utah,29.5,37748.0,36394.0,74142,3811.0,4268.0,3.24,UT,Hispanic or Latino,10123
Hayward,California,34.3,78152.0,80148.0,158300,4385.0,60970.0,3.32,CA,White,74800
Weston,Florida,38.6,32956.0,36991.0,69947,1507.0,30876.0,3.34,FL,Hispanic or Latino,36687
Midland,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,American Indian and Alaska Native,1922
Poinciana,Florida,34.2,38142.0,35801.0,73943,2933.0,14349.0,3.93,FL,American Indian and Alaska Native,1593
Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3682.0,3222.0,2.44,AR,Black or African-American,14599
Garland,Texas,34.5,116406.0,120430.0,236836,10407.0,62975.0,3.12,TX,Asian,27217
Orange,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,Hispanic or Latino,46255
Norman,Oklahoma,30.9,59483.0,60814.0,120297,5578.0,8705.0,2.47,OK,White,106409
Longview,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,White,60997
Vancouver,Washington,37.2,82958.0,89895.0,172853,12391.0,21748.0,2.49,WA,Asian,10882
Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,Hispanic or Latino,16117
McAllen,Texas,32.3,68332.0,71921.0,140253,4356.0,37691.0,3.19,TX,Hispanic or Latino,113829
Melbourne,Florida,43.4,39180.0,40956.0,80136,8363.0,9685.0,2.37,FL,Hispanic or Latino,6060
Palo Alto,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,Asian,24055
